1.25 0.0200 0.574      h1      1   2.7327989E-08  6.5684702E-08  3.8356713E-08  9.7166719E-08  5.6745975E-08  2.3358248E-01
1.25 0.0200 0.574      h1      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574      h1      1  -1.2294143E-02  4.5269319E-01  4.6498734E-01  6.6966450E-01  6.8791503E-01 -1.1677519E-02
1.25 0.0200 0.574      h2      2   3.9208047E-18  3.9208047E-18  0.0000000E+00  5.8000068E-18  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     he3      3   2.3805331E-04  2.3805331E-04  0.0000000E+00  3.5214986E-04  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     he4      4   1.1981189E-02  2.1010150E-01  1.9812031E-01  3.1080103E-01  2.9310462E-01  2.5459763E-02
1.25 0.0200 0.574     li7      7  -5.1006016E-10  7.5090062E-10  1.2609608E-09  1.1107998E-09  1.8655000E-09 -2.2515947E-01
1.25 0.0200 0.574     be7      7   5.8754618E-13  5.8754618E-13  0.0000000E+00  8.6915116E-13  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574      b8      8   9.4740908E-27  9.4740908E-27  0.0000000E+00  1.4014927E-26  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     c12     12  -4.6293531E-04  1.5886654E-03  2.0516007E-03  2.3500968E-03  3.0351942E-03 -1.1110076E-01
1.25 0.0200 0.574     c13     13   3.9047798E-05  6.3739084E-05  2.4691286E-05  9.4288589E-05  3.6528963E-05  4.1182178E-01
1.25 0.0200 0.574     c14     14   1.2300540E-27  1.2300540E-27  0.0000000E+00  1.8196065E-27  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     n14     14   5.0357985E-04  1.2511010E-03  7.4752118E-04  1.8507412E-03  1.1059034E-03  2.2362849E-01
1.25 0.0200 0.574     n15     15  -1.0999203E-06  1.8521940E-06  2.9521143E-06  2.7399319E-06  4.3674390E-06 -2.0248707E-01
1.25 0.0200 0.574     o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     o16     16  -3.3960678E-06  6.4889956E-03  6.4923917E-03  9.5991064E-03  9.6050221E-03 -2.6756214E-04
1.25 0.0200 0.574     o17     17   9.2619530E-07  3.5564453E-06  2.6302500E-06  5.2610139E-06  3.8912640E-06  1.3097876E-01
1.25 0.0200 0.574     o18     18  -1.8358232E-06  1.2827110E-05  1.4662934E-05  1.8975015E-05  2.1692746E-05 -5.8132380E-02
1.25 0.0200 0.574     o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574     f19     19   1.2747137E-09  2.7540676E-07  2.7413205E-07  4.0740645E-07  4.0555850E-07  1.9743838E-03
1.25 0.0200 0.574     f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    ne20     20   1.0652002E-07  1.0960068E-03  1.0959003E-03  1.6213119E-03  1.6213050E-03  1.8637858E-06
1.25 0.0200 0.574    ne21     21   3.0677256E-09  2.7963611E-06  2.7932933E-06  4.1366288E-06  4.1324747E-06  4.3637343E-04
1.25 0.0200 0.574    ne22     22  -3.4554250E-07  8.7787550E-05  8.8133093E-05  1.2986324E-04  1.3038651E-04 -1.7464350E-03
1.25 0.0200 0.574    ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    na22     22   4.0997263E-30  4.0997263E-30  0.0000000E+00  6.0646838E-30  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    na23     23   3.7262180E-07  2.2975932E-05  2.2603310E-05  3.3988064E-05  3.3439956E-05  7.0607257E-03
1.25 0.0200 0.574    na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    mg24     24   3.4197001E-08  3.4857981E-04  3.4854561E-04  5.1565061E-04  5.1564793E-04  2.2779593E-06
1.25 0.0200 0.574    mg25     25  -2.4228939E-09  4.5804441E-05  4.5806864E-05  6.7758046E-05  6.7767927E-05 -6.3321691E-05
1.25 0.0200 0.574    mg26     26   1.2551027E-08  5.2554762E-05  5.2542211E-05  7.7743731E-05  7.7732388E-05  6.3364234E-05
1.25 0.0200 0.574    mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
1.25 0.0200 0.574    al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
